id,title,provider,org,provider_type,scholarship_type,link,deadline,deadline_precision,application_status,editorial_state,is_active,levels,regions,max_income,min_gwa,tuition,allowance_mo,total_value,return_svc,cycle_type,last_verified,confidence_score,completeness
14,BPI Foundation Pagpupugay Scholarship,BPI Foundation,BPI Foundation,Private,Merit-and-Need,https://www.bpifoundation.org/programs/special-projects/pagpupugay-scholarship,,estimated,open,published,True,"[""College""]",[],400000,92,True,3500,80000,False,,2026-07-08,0.17,17
59,Caritas Manila YSLEP Scholarship Program,Caritas Manila,Caritas Manila,Private,Need,https://www.caritasmanila.org.ph,,exact,needs_verification,needs_review,True,"[""College"", ""TVET""]",[],180000,80,True,1000,35000,True,annual,,0.66,66
72,Gokongwei Brothers Foundation STEM-College Scholarship,Gokongwei Brothers Foundation,Gokongwei Brothers Foundation,Private,Merit-and-Need,https://philscholar.com/gbf-stem-college-scholarship/,,exact,open,published,True,"[""College""]",[],400000,92,True,5000,100000,False,annual,2026-07-26,0,0
132,Megaworld Foundation College Scholarship,Megaworld Foundation,Megaworld Foundation,Private,Merit-and-Need,https://www.megaworldfoundation.com/scholarship/apply/form,,,archived,archived,False,"[""College""]",[],400000,85,True,2500,,False,annual,2026-08-01,0.78,78
61,Megaworld Foundation Scholarship Program,Megaworld Foundation,Megaworld Foundation,Private,Merit-and-Need,https://www.megaworldfoundation.com/scholarship/apply/form,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR"", ""Region III - Central Luzon"", ""Region IV-A - Calabarzon"", ""Region VI - Western Visayas"", ""Region VII - Central Visayas""]",400000,85,True,2500,120000,False,annual,2026-08-03,0.36,36
13,Metrobank Foundation ACCESS Program,Metrobank Foundation,Metrobank Foundation,Private,Merit-and-Need,https://www.mbfoundation.org.ph/grants/grants-education/about-the-metrogold-scholarship-program-msp/,,estimated,needs_verification,needs_review,True,"[""College""]",[],400000,90,True,4000,85000,False,,2026-07-08,0.12,12
16,PLDT-Smart Foundation Gabay Guro Scholarship,PLDT-Smart Foundation,PLDT-Smart Foundation,Private,Merit-and-Need,https://www.gabayguro.com/about-us,,estimated,open,published,True,"[""College""]",[],400000,90,True,5000,100000,False,,2026-07-26,0.17,17
15,San Miguel Foundation Scholarship,San Miguel Foundation,San Miguel Foundation,Private,Merit-and-Need,https://sanmiguel.com.ph/foundation,,estimated,needs_verification,needs_review,True,"[""College""]",[],400000,88,True,4000,90000,False,,2026-07-08,0.74,74
71,Security Bank External Scholarship Program,Security Bank Foundation,Security Bank Foundation,Private,Merit-and-Need,https://www.securitybank.com/agency-scholarships-program-dnd/,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",,86,True,,,False,annual,2026-06-30,0.75,75
111,Security Bank Foundation Agency Personnel Scholarship,Security Bank Foundation,Security Bank Foundation,Private,Affiliation,https://www.securitybank.com,,,needs_verification,needs_review,True,"[""College""]",[],250000,80,False,,30000,False,annual,,0.28,28
58,Security Bank Foundation State Universities Scholarship,Security Bank Foundation,Security Bank Foundation,Private,Merit-and-Need,https://www.securitybank.com,,exact,needs_verification,needs_review,True,"[""College""]",[],350000,85,False,,50000,False,annual,2026-07-26,0,0
10,SM Foundation College Scholarship,SM Foundation,SM Foundation,Private,Need,https://scholarship.sm-foundation.org/,,estimated,needs_verification,needs_review,True,"[""College""]",[],250000,92,True,5000,100000,False,annual,2026-08-03,0.28,28
131,SM Foundation College Scholarship Program,SM Foundation,SM Foundation,Private,Merit-and-Need,https://scholarship.sm-foundation.org/,,,archived,archived,False,"[""College""]","[""NCR"", ""Region III - Central Luzon"", ""Region IV-A - Calabarzon"", ""Region V - Bicol"", ""Region VI - Western Visayas"", ""Region VII - Central Visayas"", ""Region VIII - Eastern Visayas"", ""Region IX - Zamboanga Peninsula"", ""Region X - Northern Mindanao"", ""Region XI - Davao"", ""Region XII - Soccsksargen"", ""Region XIII - Caraga""]",250000,92,True,,,False,annual,2026-08-01,0.84,84
